	SNP	Chromosome	Position	trait1
1	ENSG00000001497	23	64732461	0.425214530018652
2	ENSG00000004487	1	23345940	7.85621726776142e-05
3	ENSG00000005302	23	11776277	0.366628967225532
4	ENSG00000005339	16	3775054	0.0201016764224682
5	ENSG00000005483	7	104654625	0.157103698278402
6	ENSG00000006459	7	139784545	0.161285927211246
7	ENSG00000006712	19	39876491	0.372852297464137
8	ENSG00000008083	6	15246526	0.221864872005403
9	ENSG00000008324	3	42623331	0.159426570548445
10	ENSG00000009954	7	72854727	0.124664598269455
11	ENSG00000010803	1	41492871	0.108451252933559
12	ENSG00000011258	17	49254785	0.00164012078959607
13	ENSG00000011332	19	38701645	2.67391028537151e-07
14	ENSG00000012048	17	41196311	0.000250887921290677
15	ENSG00000012817	24	21867300	0.285142171907442
16	ENSG00000012963	14	93673400	0.0877431540491356
17	ENSG00000015153	12	42550905	0.725246281725139
18	ENSG00000015171	10	180404	0.000232097477132469
19	ENSG00000019485	11	45115563	0.113205958090049
20	ENSG00000019549	8	49830248	4.86349227291107e-06
21	ENSG00000024048	6	42531799	0.0200444391626924
22	ENSG00000025293	20	34359904	0.00276264973239092
23	ENSG00000028310	5	850405	0.0154056260053018
24	ENSG00000032219	14	58765102	0.000132915454663949
25	ENSG00000036257	2	225334866	0.508428623385972
26	ENSG00000036549	1	78030184	0.514462637170329
27	ENSG00000041880	3	51976360	0.0037936925456284
28	ENSG00000043143	5	133860002	0.146618698466777
29	ENSG00000048052	7	18535368	0.628131878089776
30	ENSG00000048649	11	77371040	0.759002945061875
31	ENSG00000049618	6	157099062	0.74801348628474
32	ENSG00000049768	23	49106896	0.0443373217610516
33	ENSG00000051180	15	40986971	3.69012839168892e-10
34	ENSG00000054267	1	235330209	0.252135474969445
35	ENSG00000055130	7	148395005	0.0992382909051805
36	ENSG00000055483	17	76783548	0.0932373068790167
37	ENSG00000055609	7	151832009	0.022117796654968
38	ENSG00000057657	6	106534194	0.262143335352898
39	ENSG00000057935	2	42721708	0.0060912021190296
40	ENSG00000059758	12	96672038	0.072272204104163
41	ENSG00000061273	12	48176504	0.32729011595165
42	ENSG00000061455	5	122424815	0.109547971068136
43	ENSG00000064313	8	120743014	0.000140598594572914
44	ENSG00000064655	20	45523262	0.201101320966602
45	ENSG00000064961	19	3572774	0.00021863370619385
46	ENSG00000065526	1	16174358	0.36774265103748
47	ENSG00000065717	19	2997635	1.10670544963753e-07
48	ENSG00000066117	12	50478754	0.00354706976172136
49	ENSG00000066135	1	44115828	0.164770648026218
50	ENSG00000066136	1	41157319	0.297064461290278
51	ENSG00000067066	2	231280656	0.853874632380835
52	ENSG00000067225	15	72491369	3.41081974613683e-08
53	ENSG00000067334	1	94333372	0.0151134745192708
54	ENSG00000067369	15	43699406	0.317665720997994
55	ENSG00000068024	2	239969863	0.863909825908577
56	ENSG00000068903	19	39369196	0.0340864799684874
57	ENSG00000070061	9	111629796	0.696083047687809
58	ENSG00000070495	17	74708918	2.88869858469521e-06
59	ENSG00000071243	7	120590802	7.97607734137289e-05
60	ENSG00000071655	19	1576638	0.363433281466242
61	ENSG00000071794	3	148747913	0.000709948721913318
62	ENSG00000072401	10	60094734	5.66659750987981e-05
63	ENSG00000073584	17	38781213	0.0477970667692155
64	ENSG00000073614	12	389294	0.491851709046553
65	ENSG00000074201	11	77325574	0.110051519132694
66	ENSG00000074266	11	85955585	0.527047710268792
67	ENSG00000074657	18	56529831	0.00020603541867448
68	ENSG00000075089	12	100592899	0.377917293209196
69	ENSG00000075624	7	5566781	5.43602349273919e-05
70	ENSG00000075914	3	45016732	0.785551372906638
71	ENSG00000076108	12	56989379	0.0102640132350468
72	ENSG00000077080	7	100240719	0.735170883265012
73	ENSG00000077097	3	25639476	0.0988040852895001
74	ENSG00000077152	1	202300784	4.52484228394784e-10
75	ENSG00000077348	19	41892278	0.218817128917663
76	ENSG00000077463	19	4174105	0.0526402062073786
77	ENSG00000077684	4	129730778	0.0016538259924255
78	ENSG00000077721	23	118708500	0.000386024376825316
79	ENSG00000078403	10	21823101	0.812469850747927
80	ENSG00000078487	7	99998475	0.000198875024878442
81	ENSG00000079263	2	231067825	0.0096924536001758
82	ENSG00000079387	12	48436680	0.0260579904252397
83	ENSG00000079999	19	10596795	0.0100962604653362
84	ENSG00000080503	9	2015341	2.27022574340934e-06
85	ENSG00000080603	16	30709529	0.460603142179485
86	ENSG00000082014	7	150935849	0.0812023348826887
87	ENSG00000083168	8	41786996	0.05905643777208
88	ENSG00000083544	13	60970590	0.014100685396558
89	ENSG00000084093	4	57774074	0.707257693668776
90	ENSG00000084676	2	24714782	0.0339261392836673
91	ENSG00000085185	23	129115082	2.55165621729535e-06
92	ENSG00000085224	23	76760355	0.771619797727662
93	ENSG00000085999	1	46713359	3.36886645110465e-10
94	ENSG00000086758	23	53559056	0.278407457371925
95	ENSG00000087152	17	42269172	0.00898954921698517
96	ENSG00000087206	5	176332005	0.243393133478125
97	ENSG00000087586	20	54944444	1.4183023059481e-16
98	ENSG00000088305	20	31350190	2.3125878524564e-06
99	ENSG00000089094	12	121866899	0.221184655116931
100	ENSG00000089902	14	103058997	0.000294761983835286
101	ENSG00000092201	14	21819630	0.0636330783078369
102	ENSG00000094631	23	48659783	0.0102183473121971
103	ENSG00000094804	17	38443884	6.0775901955501e-10
104	ENSG00000094916	12	54624723	0.320633944355111
105	ENSG00000095787	10	28821421	0.954684183610537
106	ENSG00000096070	6	36164520	0.722159074600689
107	ENSG00000096717	10	69644426	0.0832863342546935
108	ENSG00000096968	9	4985085	4.99797635206888e-05
109	ENSG00000099381	16	30968614	0.167993132329053
110	ENSG00000099860	19	2476119	0.0576212368871881
111	ENSG00000099954	22	17840836	0.0250086950139629
112	ENSG00000099956	22	24129149	0.0776827662742106
113	ENSG00000100084	22	19318220	0.00164838035805565
114	ENSG00000100298	22	39493228	8.28128610535008e-07
115	ENSG00000100307	22	39516171	1.77345875536137e-14
116	ENSG00000100387	22	41347350	0.957889509967773
117	ENSG00000100393	22	41487789	0.172983589505274
118	ENSG00000100395	22	41601208	4.05396892485582e-06
119	ENSG00000100425	22	50166930	0.00743478164358757
120	ENSG00000100429	22	50683611	0.249138532165438
121	ENSG00000100462	14	23389719	0.00742423858485342
122	ENSG00000100601	14	78138746	0.102778164849744
123	ENSG00000100749	14	97319224	0.0555221317744755
124	ENSG00000100784	14	91336798	3.70099963340193e-06
125	ENSG00000100796	14	91923954	0.148511661701658
126	ENSG00000100811	14	100704634	0.0259114715007128
127	ENSG00000100823	14	20923349	0.702454914799798
128	ENSG00000100888	14	21853352	0.832493442645999
129	ENSG00000100916	14	36295523	0.19534640935996
130	ENSG00000101040	20	45837858	0.163131610533697
131	ENSG00000101109	20	43595114	0.0501164376618007
132	ENSG00000101126	20	49505584	0.921525814136032
133	ENSG00000101189	20	61427804	3.85459515629333e-09
134	ENSG00000101266	20	459115	1.67244452975355e-05
135	ENSG00000101442	20	37377084	0.216555921925145
136	ENSG00000101493	18	74069643	0.00974379867932781
137	ENSG00000101945	23	48553944	0.200260934385258
138	ENSG00000102038	23	128580479	0.0443260872685672
139	ENSG00000102054	23	16857405	0.676526631171638
140	ENSG00000102098	23	18257433	0.0955063920155482
141	ENSG00000102221	23	46771710	0.406635930535528
142	ENSG00000102226	23	47092088	0.987439627624566
143	ENSG00000102974	16	67596309	0.678238318814993
144	ENSG00000103037	16	58549382	0.331237292918699
145	ENSG00000103495	16	29817426	0.0066761675902213
146	ENSG00000103510	16	31127074	0.00270193589860524
147	ENSG00000103549	16	30773065	0.445847288856364
148	ENSG00000104313	8	72109667	6.11494298792001e-05
149	ENSG00000104320	8	90945563	0.0393224263765399
150	ENSG00000104472	8	141521396	0.000192936043957714
151	ENSG00000104517	8	103265239	0.00216896014097452
152	ENSG00000104885	19	2164147	0.290306588533723
153	ENSG00000105011	19	14230320	0.00242233234309989
154	ENSG00000105146	19	57742376	0.0612062278157816
155	ENSG00000105202	19	40325097	0.179116458153667
156	ENSG00000105393	19	17378158	0.76196185531177
157	ENSG00000105618	19	54618836	0.331772082550677
158	ENSG00000105619	19	54610319	0.678589842183694
159	ENSG00000105821	7	102952920	0.00414061310343044
160	ENSG00000106290	7	99704692	0.0309341042898587
161	ENSG00000106400	7	100860948	0.840222800383847
162	ENSG00000106443	7	11013498	0.0214681834604817
163	ENSG00000106462	7	148504474	0.0044259105276291
164	ENSG00000106617	7	151253196	0.0173292595332918
165	ENSG00000106829	9	82186687	0.0581739246387815
166	ENSG00000107077	9	6720862	0.00555420453222434
167	ENSG00000107371	9	37766974	0.893226279900163
168	ENSG00000107625	10	70661033	0.159507429531865
169	ENSG00000108094	10	35297478	0.000507553439872118
170	ENSG00000108468	17	46147413	0.0016800458423519
171	ENSG00000108557	17	17584786	0.394654294266314
172	ENSG00000108604	17	61909443	0.143851656688577
173	ENSG00000108773	17	40265125	0.163744218862456
174	ENSG00000108799	17	40852292	1.16066150941953e-06
175	ENSG00000108840	17	42154113	0.167576490193816
176	ENSG00000108953	17	1247565	0.587896058679313
177	ENSG00000109111	17	26989108	0.54023603844636
178	ENSG00000109118	17	27232267	0.335870996264323
179	ENSG00000109189	4	53457137	0.0173972542072455
180	ENSG00000109332	4	103715539	0.383707000006465
181	ENSG00000109819	4	23756663	0.00417739692937698
182	ENSG00000109906	11	113930314	0.997460242713057
183	ENSG00000109911	11	31531296	0.30950653934042
184	ENSG00000110851	12	108126642	0.800418628365704
185	ENSG00000111218	12	3490514	0.874297139464465
186	ENSG00000111424	12	48235319	0.549707322504617
187	ENSG00000111642	12	6679248	0.0452958751054409
188	ENSG00000111653	12	6759445	0.000154707781530099
189	ENSG00000111676	12	7033625	0.424811127068675
190	ENSG00000111701	12	7801995	0.00130099718404632
191	ENSG00000111707	12	118814184	0.0506465436517638
192	ENSG00000111725	12	120105557	1.01882017908088e-05
193	ENSG00000111727	12	104458234	0.399869287724231
194	ENSG00000111732	12	8754761	0.104433948857605
195	ENSG00000111752	12	9066491	0.433683617860165
196	ENSG00000111875	6	119215383	0.599575326264963
197	ENSG00000112081	6	36562144	0.207736689818646
198	ENSG00000112130	6	37321747	0.344097640774356
199	ENSG00000112238	6	100054605	0.0978563380454394
200	ENSG00000112319	6	133561735	6.90125714093604e-06
201	ENSG00000112511	6	33378175	0.0211972458078495
202	ENSG00000112742	6	80713603	4.69522055832552e-17
203	ENSG00000112787	12	133066136	0.199651613819906
204	ENSG00000112983	5	137475454	0.900058968951729
205	ENSG00000113558	5	133484632	0.237348615881451
206	ENSG00000113575	5	133530024	0.0120968323182042
207	ENSG00000113812	3	53901092	0.00116847760522904
208	ENSG00000114166	3	20081514	0.000824938869664593
209	ENSG00000114738	3	50648950	0.00623926979256726
210	ENSG00000114861	3	71003843	0.662820214095574
211	ENSG00000114933	2	206858444	0.657688176514067
212	ENSG00000114982	2	97258906	0.563879658266926
