	SNP	Chromosome	Position	trait1
1	ENSG00000001497	23	64732461	0.488727940296155
2	ENSG00000004487	1	23345940	0.0336902847211271
3	ENSG00000005302	23	11776277	0.963671956773557
4	ENSG00000005339	16	3775054	0.067275882026204
5	ENSG00000005483	7	104654625	0.369161144865721
6	ENSG00000006459	7	139784545	0.161285927211246
7	ENSG00000006712	19	39876491	0.343589947538071
8	ENSG00000008083	6	15246526	0.352993801008815
9	ENSG00000008324	3	42623331	0.424732477900495
10	ENSG00000009954	7	72854727	0.217433511966853
11	ENSG00000010803	1	41492871	0.211417368634439
12	ENSG00000011258	17	49254785	0.0171404119177038
13	ENSG00000011332	19	38701645	0.0583287058997355
14	ENSG00000012048	17	41196311	0.0607889117984809
15	ENSG00000012817	24	21867300	0.592232237751216
16	ENSG00000012963	14	93673400	0.187254950841357
17	ENSG00000015153	12	42550905	0.883894661907079
18	ENSG00000015171	10	180404	0.00599892021182748
19	ENSG00000019485	11	45115563	0.0633342135409562
20	ENSG00000019549	8	49830248	0.00100263800874722
21	ENSG00000024048	6	42531799	0.0757694236814743
22	ENSG00000025293	20	34359904	0.0450589605342537
23	ENSG00000028310	5	850405	0.18377886187793
24	ENSG00000032219	14	58765102	0.00688724462427145
25	ENSG00000036257	2	225334866	0.51384600309245
26	ENSG00000036549	1	78030184	0.763682091726725
27	ENSG00000041880	3	51976360	0.299136727281563
28	ENSG00000043143	5	133860002	0.157085217747713
29	ENSG00000048052	7	18535368	0.924114690376001
30	ENSG00000048649	11	77371040	0.81237982031699
31	ENSG00000049618	6	157099062	0.848217393070725
32	ENSG00000049768	23	49106896	0.393395500780227
33	ENSG00000051180	15	40986971	0.00727965144769121
34	ENSG00000054267	1	235330209	0.259024244836744
35	ENSG00000055130	7	148395005	0.129775584316986
36	ENSG00000055483	17	76783548	0.213742920193999
37	ENSG00000055609	7	151832009	0.022117796654968
38	ENSG00000057657	6	106534194	0.503447268274544
39	ENSG00000057935	2	42721708	0.0443241952578754
40	ENSG00000059758	12	96672038	0.0800590087125565
41	ENSG00000061273	12	48176504	0.955392833255175
42	ENSG00000061455	5	122424815	0.14747511095967
43	ENSG00000064313	8	120743014	0.0172817019800504
44	ENSG00000064655	20	45523262	0.321184275394869
45	ENSG00000064961	19	3572774	0.0116108086275989
46	ENSG00000065526	1	16174358	0.36774265103748
47	ENSG00000065717	19	2997635	0.000281542596538639
48	ENSG00000066117	12	50478754	0.14019625831238
49	ENSG00000066135	1	44115828	0.263037899283078
50	ENSG00000066136	1	41157319	0.297064461290278
51	ENSG00000067066	2	231280656	0.609454629915794
52	ENSG00000067225	15	72491369	8.79899223531545e-06
53	ENSG00000067334	1	94333372	0.153206856751548
54	ENSG00000067369	15	43699406	0.317665720997994
55	ENSG00000068024	2	239969863	0.999774507562687
56	ENSG00000068903	19	39369196	0.110232623051652
57	ENSG00000070061	9	111629796	0.509974709732724
58	ENSG00000070495	17	74708918	0.00577560282810295
59	ENSG00000071243	7	120590802	0.00164429552275625
60	ENSG00000071655	19	1576638	0.433961627503318
61	ENSG00000071794	3	148747913	0.0306716569699974
62	ENSG00000072401	10	60094734	0.00489654056735496
63	ENSG00000073584	17	38781213	0.112577996777157
64	ENSG00000073614	12	389294	0.700623483424863
65	ENSG00000074201	11	77325574	0.283889314520013
66	ENSG00000074266	11	85955585	0.53428577369211
67	ENSG00000074657	18	56529831	0.00189283329099299
68	ENSG00000075089	12	100592899	0.590404193005083
69	ENSG00000075624	7	5566781	0.0283523807860331
70	ENSG00000075914	3	45016732	0.611106281149913
71	ENSG00000076108	12	56989379	0.0102640132350468
72	ENSG00000077080	7	100240719	0.837118657049911
73	ENSG00000077097	3	25639476	0.377706411159256
74	ENSG00000077152	1	202300784	0.00176768872027639
75	ENSG00000077348	19	41892278	0.38994956019646
76	ENSG00000077463	19	4174105	0.154107315842749
77	ENSG00000077684	4	129730778	0.021256077245385
78	ENSG00000077721	23	118708500	0.020280379606036
79	ENSG00000078403	10	21823101	0.878608854834209
80	ENSG00000078487	7	99998475	0.0612958322671216
81	ENSG00000079263	2	231067825	0.519361999992231
82	ENSG00000079387	12	48436680	0.0638849868388532
83	ENSG00000079999	19	10596795	0.0318990197925654
84	ENSG00000080503	9	2015341	0.00335012895842958
85	ENSG00000080603	16	30709529	0.478869491318076
86	ENSG00000082014	7	150935849	0.551546535376228
87	ENSG00000083168	8	41786996	0.359308136041952
88	ENSG00000083544	13	60970590	0.0858081376222909
89	ENSG00000084093	4	57774074	0.640352341840915
90	ENSG00000084676	2	24714782	0.179026813783323
91	ENSG00000085185	23	129115082	0.0024998509260708
92	ENSG00000085224	23	76760355	0.997529860702829
93	ENSG00000085999	1	46713359	0.00776553301949169
94	ENSG00000086758	23	53559056	0.274494280811842
95	ENSG00000087152	17	42269172	0.120985561721869
96	ENSG00000087206	5	176332005	0.381512063246367
97	ENSG00000087586	20	54944444	1.79137426910491e-05
98	ENSG00000088305	20	31350190	0.00203414679987159
99	ENSG00000089094	12	121866899	0.213043427513723
100	ENSG00000089902	14	103058997	0.00825970426460097
101	ENSG00000092201	14	21819630	0.150106144743103
102	ENSG00000094631	23	48659783	0.12263195732825
103	ENSG00000094804	17	38443884	0.0122432398418213
104	ENSG00000094916	12	54624723	0.620259977350051
105	ENSG00000095787	10	28821421	0.872887014388998
106	ENSG00000096070	6	36164520	0.813679144947547
107	ENSG00000096717	10	69644426	0.477908469227087
108	ENSG00000096968	9	4985085	0.000372311497235003
109	ENSG00000099381	16	30968614	0.147865659287312
110	ENSG00000099860	19	2476119	0.353379444308373
